Judul,Isi Berita,Kategori
"3 menlu ri sebelum sugiono, retno marsudi 10 tahun jadi kapten diplomasi","jakarta - tiga menteri luar negeri ( menlu ) ri sebelum sugiono akan diulas di artikel ini. dari tiga nama tersebut, ada yang menjabat di dua kabinet yang berbeda.diketahui, menlu ri kini dijabat oleh salah seorang kepercayaan presiden prabowo subianto, yakni sugiono. pria kelahiran takengon, aceh, 11 februari 1979 tersebut telah dilantik menjadi menlu kabinet merah putih pada 21 oktober 2024.beberapa hari setelah dilantik, sugiono langsung terbang ke rusia, menghadiri konferensi tingkat tinggi atau ktt brics plus 2024 yang diselenggarakan pada 23-24 oktober 2024. siapa saja menlu ri sebelum sugiono? berikut ini ulasannya:1. retno marsudiretno marsudi. foto/dok sindonewsretno lp marsudi lahir di semarang, 27 november 1962. retno adalah wanita pertama yang menjabat sebagai menlu ri. dia dilantik pada tanggal 27 oktober 2014 oleh presiden joko widodo (jokowi). retno menjadi menlu di dua kabinet, yakni kabinet kerja dan kabinet indonesia maju.sebelum diangkat menjadi menlu kabinet kerja oleh presiden jokowi, retno antara lain pernah menjadi duta besar republik indonesia untuk kerajaan belanda pada 2012-2014, direktur jenderal amerika dan eropa pada 2008-2012, dan duta besar republik indonesia untuk kerajaan norwegia dan republik islandia pada 2005-2008.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            retno marsudi, kapten diplomasi indonesia yang ditunjuk menjadi utusan khusus sekjen pbb
                        
                    
                 dikutip dari laman resmi kemlu, retno lulus pada tahun 1985 dari universitas gadjah mada, yogyakarta, jurusan ilmu hubungan internasional. retno juga mengambil beberapa program studi lain, yaitu ""undang-undang uni eropa"" di haagse hogeschool di den haag dan ""studi hak asasi manusia"" di universitas oslo.saat rapat terakhir dengan komisi i dpr , retno berpamitan kepada para anggota dewan yang menjadi mitranya. ""saya sangat terhormat mendapatkan amanah dan tanggung jawab menjadi kapten diplomasi indonesia selama 10 tahun. amanah tersebut sebentar lagi akan selesai,"" ucapnya.sebelum mengakhiri tugas sebagai menlu, pada 13 september 2024 retno marsudi ditunjuk sebagai utusan khusus sekjen pbb untuk isu air. penunjukan retno bertujuan menggalang kemitraan dan upaya bersama untuk memajukan agenda air, termasuk tindak lanjut atas hasil konferensi air perserikatan bangsa-bangsa (pbb) 2023. ""utusan khusus tersebut akan memanfaatkan hasil-hasil ini dalam persiapan menuju berbagai proses air global, khususnya konferensi air pbb 2026,"" ujar sekjen pbb antonio guterres.2. marty natalegawaraden mohammad marty muliana natalegawa, lebih dikenal dengan nama marty natalegawa, adalah seorang diplomat. pria kelahiran bandung, 22 maret 1963 ini diangkat menjadi menlu kabinet indonesia bersatu ii.
            
                lihat juga: kemlu sebut diplomasi indonesia diperhitungkan di tingkat global",nasional
mentan gandeng perguruan tinggi dorong inovasi teknologi pertanian untuk swasembada pangan,"jakarta - kementerian pertanian (kementan) di bawah pimpinan menteri pertanian (mentan) andi amran sulaiman menjalin kerja sama dengan kementerian pendidikan tinggi, sains, dan teknologi (dikti saintek) untuk mendukung visi presiden prabowo subianto terkait swasembada pangan. kolaborasi ini bertujuan untuk mendorong inovasi teknologi pertanian sebagai langkah strategis dalam meningkatkan produksi pangan nasional.mentan amran menegaskan bahwa perguruan tinggi memiliki peran penting yang sangat strategis dalam pengembangan teknologi dan inovasi di sektor pertanian.“perguruan tinggi berperan besar dalam kemajuan bangsa. melalui kolaborasi ini, kita dapat mempercepat tercapainya target swasembada pangan yang diharapkan presiden,” ujar mentan amran dalam forum diskusi rektor dengan mentan dan mendikti saintek di kantor pusat kementan, jakarta, selasa (29/10/2024). kerja sama antara kementan dan kemendikti saintek mencakup berbagai inisiatif, seperti penelitian bersama, pelatihan teknologi terbaru bagi petani, serta pemanfaatan hasil riset perguruan tinggi untuk meningkatkan kualitas produksi.“teknologi pertanian adalah masa depan kita. kita butuh teknologi baru dari perguruan tinggi. jangan kita bergantung pada negara lain. untuk itu, aku ingin orang-orang terbaik, dosen terbaik, untuk bantu melakukan riset tentang air, benih, alat mesin pertanian,” kata amran.menteri pendidikan tinggi, sains, dan teknologi (mendikti saintek), satryo soemantri brodjonegoro, mendukung penuh kolaborasi lintas kementerian ini.“ini hal bersejarah, kita menjalankan amanat presiden untuk kolaborasi antarsektor. perguruan tinggi dilibatkan terkait pemanfaatan perkembangan teknologi inovasi bidang pertanian,” ujar satryo.satryo mendorong dosen, ahli, dan mahasiswa untuk aktif menyukseskan program strategis kementan guna menjaga ketahanan pangan.“kami di dikti saintek beri keleluasan ke dosen dan mahasiswa di program swasembada pangan untuk kemajuan pertanian di indonesia sekaligus meningkatkan keahlian mereka. peneliti hasilkan inovasi baru, mahasiswa pertanian didorong ikut petani milenial,” tuturnya.dalam setiap kesempatan, mentan amran mengatakan pentingnya transformasi pertanian tradisional menuju pertanian modern untuk menyukseskan program strategis mencapai swasembada pangan di indonesia.“kita sinkronkan sumber daya alam, generasi muda, dan teknologi. aku yakin indonesia menjadi lumbung pangan dunia,” ucapnya.
            
                lihat juga: kampanye di ampibabo, cagub sulteng ahmad ali pastikan tak ada lagi petani merugi
            (ars)",nasional
"terungkap, tom lembong sudah 3 kali diperiksa sebelum jadi tersangka impor gula","jakarta - kejaksaan agung ( kejagung ) menetapkan mantan menteri perdagangan (mendag) periode 2015-2016 thomas trikasih lembong (ttl) sebagai tersangka kasus dugaan korupsi importir gula di kementerian perdagangan. sebelum ditetapkan tersangka, tom lembong sudah tiga kali diperiksa sebagai saksi kasus tersebut.“terkait dengan pemeriksaan yang bersangkutan sejak kurun waktu 2023, sudah tiga kali diperiksa sebagai saksi,” kata kapuspenkum kejagung harli siregar rabu (30/10/2024).harli menjelaskan, penyidik melakukan gelar perkara setelah memeriksa tom lembong kemarin. dari hasil gelar perkara itu, penyidik kejagung menetapkan tom lembong sebagai tersangka.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            10 fakta tom lembong, tersangka kasus impor gula yang ditahan kejagung
                        
                    
                 “setelah melakukan pemeriksaan sebagai saksi, penyidik melakukan ekspose perkara. kemudian menetapkan yang bersangkutan sebagai tersangka. kemudian penyidik menggunakan kewenangannya dalam rangka melakukan penahanan terhadap kedua tersangka baik ttl maupun cs,” jelas dia.sebelumnya, direktur penyidikan jampidsus kejagung abdul qohar menjelaskan kronologis berawal pada 2015 berdasarkan rapat koordinasi antarkementerian tepatnya 12 mei 2015 telah disimpulkan indonesia mengalami surplus gula sehingga tidak perlu atau tidak membutuhkan impor gula.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            tom lembong tersangka kasus impor gula, kejagung klaim tidak ada politisasi
                        
                    
                 ""akan tetapi, pada tahun yang sama yaitu 2015 menteri perdagangan saudara ttl memberikan izin persetujuan impor gula kristal mentah sebanyak 105.000 ton kepada pt ap yang kemudian gula kristal mentah tersebut di olah menjadi gula kristal putih atau gkp,"" kata abdul dalam konferensi pers di kejagung, jakarta, selasa 29 oktober 2024.""sesuai keputusan menteri perdagangan nomor 527 tahun 2004 yang diperbolehkan impor gula kristal putih adalah bumn, tetapi berdasarkan persetujuan impor yang telah dikeluarkan oleh tersangka ttl impor gula dilakukan oleh pt ap dan impor gula kristal mentah tersebut tidak melalui rapat koordinasi dengan instansi terkait serta tanpa adanya rekomendasi dari kementerian perindustrian yang mengetahui kebutuhan riil gula di dalam negeri,"" tambahnya.qohar menyebut, pada 28 desember 2015 dilakukan rapat koordinasi di bidang perekonomian yang dihadiri kementerian di bawah menko perekonomian yang salah satu pembahasannya bahwa indonesia pada 2016 kekurangan gula kristal putih sebanyak 200.000 ton dalam rangka stabilisasi harga gula dan pemenuhan stok gula nasional. 
            
                lihat juga: tom lembong tersangka korupsi impor gula, cak imin: saya turut sedih",nasional
"3 dosa israel terhadap indonesia, salah satunya melukai prajurit tni di unifil","beirut - riwayat “dosa” israel terhadap indonesia bisa ditelusuri sejak beberapa waktu terakhir. terbaru, tentara zionis melukai prajurit tni yang sedang bertugas sebagai pasukan perdamaian di unifil.sejak israel mendeklarasikan diri sebagai negara merdeka, indonesia tidak pernah mengakui keberadaan negara yahudi tersebut. sebaliknya, indonesia mendukung penuh perjuangan palestina dalam meraih kebebasan serta menuntut tel aviv agar segera angkat kaki dari wilayah yang didudukinya.meski tidak ikut terlibat konflik secara langsung, israel telah membuat sejumlah ‘dosa’ terhadap indonesia. berikut ini beberapa di antaranya yang bisa diketahui.dosa israel terhadap indonesia1. menyerang rs indonesia di gazarumah sakit indonesia di gaza tak luput menjadi serangan-serangan israel. meski statusnya fasilitas kesehatan, tentara zionis tak segan untuk menyerang tempat tersebut demi mencapai tujuannya. rs indonesia di gaza menjadi salah satu fasilitas kesehatan terbesar di sana. tujuan pendiriannya adalah untuk memberikan bantuan kebutuhan medis bagi warga palestina yang terdampak konflik.seiring masifnya serangan israel di gaza, rs indonesia juga beralih menjadi tempat evakuasi para warga yang terluka. namun, statusnya menjadi tidak aman menyusul serangan udara tentara zionis yang turut ditujukan ke fasilitas publik seperti rumah sakit di jalur gaza.salah satu contoh terbaru, setidaknya dua pasien meninggal dunia di rumah sakit indonesia di gaza utara setelah serangan israel pada sabtu (19/10/2024). arab news juga melaporkan ada puluhan orang lain yang terjebak di dalamnya.
            
                lihat juga: perbandingan kekuatan militer iran vs indonesia",internasional
netanyahu klaim serangan israel lumpuhkan produksi rudal iran,"tel aviv - perdana menteri benjamin netanyahu mengeklaim serangan udara  israel  terhadap  iran  presisi dan kuat. menurutnya, semua tujuan serangan tercapai dengan melumpuhkan kemampuan produksi rudal teheran.""kami berjanji akan menanggapi serangan iran dan pada hari sabtu kami menyerang. serangan di iran presisi dan kuat, mencapai semua tujuannya,"" kata netanyahu dalam pidatonya pada hari minggu, yang dilansir afp, senin (28/10/2024).
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            teka-teki iran tak luluh lantak diserang 100 pesawat israel, termasuk jet siluman f-35
                        
                    
                 serangan israel merupakan balasan atas serangan iran pada 1 oktober, di mana teheran menembakkan hampir 200 rudal ke negara yahudi tersebut, yang diklaim rezim zionis sebagian besar misil dicegat oleh sistem pertahanan udara.""iran menyerang israel dengan ratusan rudal balistik dan serangan ini gagal,"" kata netanyahu.""kami menepati janji kami. angkatan udara menyerang iran dan menghantam kemampuan pertahanan dan produksi rudal iran,"" lanjut dia.iran mengonfirmasi israel telah menargetkan lokasi militer di sekitar ibu kota dan di provinsi lain, dengan mengatakan serangan itu menyebabkan kerusakan terbatas tetapi menewaskan empat tentara.republik islam iran belum memberi sinyal bagaimana mereka akan menanggapi serangan israel pada hari sabtu, yang dilaporkan melibatkan sekitar 100 pesawat termasuk jet tempur siluman f-35. serangan itu mengantam target di dekat ibu kota iran; teheran, dan di provinsi barat ilam dan khuzestan.sementara itu, pemimpin tertinggi iran ayatollah ali khamenei mengatakan perhitungan israel harus digagalkan. ""serangan terhadap iran tidak boleh diremehkan atau dibesar-besarkan,"" katanya.ketua parlemen iran mohammad baqer qalibaf mengatakan negaranya berhak untuk membela diri dan tanggapannya akan pasti, sesuai dengan persyaratan.
            
                lihat juga: 3 dosa israel terhadap indonesia, salah satunya lukai tni",internasional
prabowo minta menaker prioritaskan isu pengangguran dan penciptaan lapangan kerja,"jakarta - presiden  prabowo subianto  meminta menteri ketenagakerjaan (menaker) yassierli memprioritaskan isu masalah pengangguran dan penciptaan lapangan kerja baru. hal itu diungkapkan yassierli kepada awak media di istana kepresidenan, jakarta, selasa (29/10/2024).“terkait dengan pengangguran, itu akan menjadi concern kami, kemudian bagaimana kita menyiapkan, pak presiden kan punya beberapa program strategis saya bertugas untuk bagaimana menjadikan ini peluang untuk menciptakan lapangan kerja yang baru buat mereka,” ujar yassierli.yassierli pun mengatakan sebagai langkah pertama yakni dengan melakukan revitalisasi balai-bali pelatihan kerja (blk). dengan begitu, diharapkan semakin meningkatkan efektivitasnya untuk agar tenaga kerja terampil bisa siap kerja.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            prabowo putuskan sritex tetap bisa ekspor impor meski pailit
                        
                    
                 “untuk itu kami harus melakukan pertama revitalisasi balai-balai latihan kerja kita akan meningkatkan efektivitasnya kita akan meningkatkan aksesnya dan juga kita akan meningkatkan skalanya,” ujarnya.yassierli menargetkan blk bisa berkontribusi untuk mencetak tenaga kerja terampil sebanyak 1 juta dalam setahun. dia mengatakan, hal ini akan menjadi prioritas utamanya dalam 2 sampai 3 bulan ke depan.“jadi kita tidak lagi berbicara ribuan ya, kita harus berbicara bagaimana balai-balai ini bisa berkontribusi ya hitungan kami sampai 1 juta, satu tahun ya orang kemudian bisa siap untuk bekerja dengan pembekalan pelatihan yang kita berikan ya mungkin 2 hingga 3 bulan ke depan. itu yang akan menjadi prioritas utama kita ke depan,” pungkasnya.
            
                lihat juga: mensesneg pastikan anggota kabinet merah putih pakai mobil dinas maung, bukan sewa
            (rca)",nasional
"siap hadapi perang dunia iii, rusia gelar latihan senjata nuklir darat, laut dan udara","moskow - presiden rusia vladimir putin meluncurkan latihan kekuatan nuklir negaranya yang menampilkan peluncuran rudal dalam simulasi serangan balasan di tengah meningkatnya ketegangan dengan barat atas ukraina.“mengingat meningkatnya ketegangan geopolitik dan munculnya ancaman dan risiko eksternal baru, penting untuk memiliki kekuatan strategis yang modern dan selalu siap digunakan,” kata putin, dilansir al jazeera. dalam komentar yang disiarkan di televisi, menteri pertahanan andrei belousov mengatakan kepada putin bahwa tujuan latihan tersebut adalah untuk berlatih melancarkan ""serangan nuklir besar-besaran oleh pasukan ofensif strategis sebagai respons terhadap serangan nuklir oleh musuh"".latihan tersebut melibatkan ""tiga serangkai"" nuklir rusia yang terdiri dari rudal yang diluncurkan dari darat, laut, dan udara.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            3 sekutu zionis ini kutuk langkah israel larang unrwa
                        
                    
                 sebuah rudal balistik antarbenua yars diluncurkan dari kosmodrom plesetsk di rusia barat laut ke kamchatka, sebuah semenanjung di timur jauh. rudal balistik sineva dan bulava ditembakkan dari kapal selam, dan rudal jelajah diluncurkan dari pesawat pembom strategis, kata kementerian pertahanan.latihan rudal tersebut berlangsung pada saat kritis dalam perang rusia-ukraina, setelah berminggu-minggu rusia memberi sinyal kepada barat bahwa moskow akan menanggapi jika amerika serikat dan sekutunya mengizinkan kyiv menembakkan rudal jarak jauh ke dalam wilayah rusia.pada hari senin, nato mengatakan bahwa korea utara telah mengirim pasukan ke rusia bagian barat, klaim yang tidak dibantah moskow. minggu lalu, putin menyatakan bahwa penerapan perjanjian kemitraan dengan pyongyang oleh moskow adalah urusannya sendiri.perang yang telah berlangsung selama dua setengah tahun ini juga memasuki apa yang menurut pejabat rusia sebagai fase paling berbahaya karena barat mempertimbangkan cara untuk memperkuat ukraina sementara pasukan rusia bergerak maju di wilayah timur negara tersebut.putin menekankan pada hari selasa bahwa persenjataan nuklir rusia tetap menjadi ""penjamin kedaulatan dan keamanan negara yang dapat diandalkan"".
            
                lihat juga: mengapa israel tak takut pada iran? ini analisanya",internasional
"israel serang iran, bagaimana perbandingan kekuatan militer kedua negara yang berperang?","teheran - israel menyerang beberapa lokasi di iran pada sabtu pagi, mengklaim telah menyerang fasilitas militer, menandai babak terbaru dalam spiral eskalasi antara kedua rival timur tengah tersebut.“kami melakukan serangan yang terarah dan tepat terhadap target militer di iran – dan menggagalkan ancaman langsung terhadap negara israel,” kata juru bicara militer israel daniel hagari dalam sebuah posting di x, yang mengumumkan bahwa gelombang serangan telah berakhir, dilansir al jazeera. sejumlah ledakan terdengar di sekitar teheran. al jazeera, melaporkan dari ibu kota iran, mengatakan pejabat iran menganggap ledakan itu disebabkan oleh intersepsi rudal oleh sistem pertahanan udara iran.melansir al jazeera, pengeboman israel terjadi kurang dari sebulan setelah iran menyerang kota-kota besar israel dengan sedikitnya 180 rudal balistik pada tanggal 2 oktober. korps garda revolusi islam (irgc) iran mengatakan rudal-rudal itu ditembakkan sebagai respons teheran terhadap pembunuhan warga sipil di gaza dan baru-baru ini, di lebanon, dalam serangan israel – serta pembunuhan para pemimpin irgc, hamas, dan hizbullah. irgc mengatakan rudal tersebut secara khusus ditujukan ke tiga pangkalan militer di tel aviv.perdana menteri israel benjamin netanyahu telah bersumpah untuk membalas setelah serangan 2 oktober, dengan mengatakan bahwa iran telah ""membuat kesalahan besar"" dan ""akan membayarnya"".seiring israel dan iran — musuh lama yang, selama beberapa dekade, telah terlibat dalam pertempuran proksi — semakin mengarah ke konfrontasi langsung. mereka memiliki kemampuan militer masing-masing, kemampuan mereka untuk saling menyerang, dan bagaimana mereka dapat mempertahankan wilayah mereka.israel serang iran, bagaimana perbandingan kekuatan militer kedua negara yang berperang?1. jumlah tentaramenurut the military balance 2023, yang diterbitkan oleh lembaga pemikir yang berbasis di inggris, international institute for strategic studies (iiss):iran memiliki 610.000 personel aktif, termasuk 350.000 di angkatan darat, 190.000 di irgc, 18.000 di angkatan laut, 37.000 di angkatan udara, dan 15.000 di pertahanan udara. iran juga memiliki pasukan cadangan sebanyak 350.000. wajib militer wajib bagi pria iran yang berusia di atas 18 tahun, dengan beberapa pengecualian.israel memiliki 169.500 personel aktif, termasuk 126.000 di angkatan darat, 9.500 di angkatan laut, dan 34.000 di angkatan udara. israel memiliki pasukan cadangan sebanyak 465.000. israel mengamanatkan wajib militer bagi sebagian besar pria dan wanita muda berusia di atas 18 tahun, dengan pengecualian tertentu.2. anggaran militermenurut lembar fakta yang diterbitkan oleh stockholm international peace research institute (sipri) pada bulan april 2024:iran menghabiskan usd10,3 miliar pada tahun 2023, meningkat 0,6 persen dari tahun 2022.israel menghabiskan usd27,5 miliar pada tahun 2023, meningkat 24 persen dari tahun 2022 — lonjakan yang sebagian didorong oleh perang di gaza setelah 7 oktober.3. angkatan daratmenurut the military balance 2023, iran memiliki lebih dari 10.513 tank tempur, lebih dari 6.798 senjata artileri, dan lebih dari 640 pengangkut pribadi lapis baja. angkatan darat juga memiliki 50 helikopter sementara irgc memiliki 5 helikopter.
            
                lihat juga: ayatollah khamenei disebut sakit parah usai serangan israel, faktanya sehat bugar",internasional
retreat kabinet merah putih di magelang pakai uang pribadi prabowo,"magelang - presiden prabowo subianto merogoh koceknya pribadi untuk membiayai retreat kabinet merah putih di akademi militer, magelang, jawa tengah.""ya betul. pak prabowo yang membiayainya sendiri,"" kata menteri pelindungan pekerja migran indonesia/kepala bp2mi abdul kadir karding, senin (28/10/2024).
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            kelakar prabowo usai retreat kabinet merah putih: kita bikin tidak nyaman lagi
                        
                    
                 retreat kabinet merah putih berlangsung selama tiga hari mulai dari jumat, 25 oktober hingga minggu, 27 oktober 2024 di akmil magelang.pada hari pertama retreat, para jajaran kabinet diminta bangun pagi dan mengikuti olahraga pagi. usai olahraga, jajaran kabinet melakukan latihan baris-berbaris.usai latihan baris-berbaris, jajaran kabinet mendapatkan arahan dari prabowo. beberapa menteri kabinet juga memberikan materi.sore harinya, prabowo, wakil presiden gibran rakabuming raka, serta jajaran kabinet mengikuti upacara parade senja dan penurunan bendera di akmil. upacara berlangsung khidmat meski diguyur hujan.malam harinya, prabowo mengajak jajaran kabinet dan taruna yang menjadi petugas upacara untuk makan malam bersama.hari kedua, agenda pagi masih sama seperti hari pertama. jajaran kabinet melakukan olahraga dan latihan baris-berbaris.setelahnya jajaran menteri mendapatkan materi dari beberapa narasumber yang di antaranya merupakan menteri kabinet merah putih.malam harinya, prabowo mengajak jajaran kabinet menghadiri acara malam keakraban. jajaran kabinet kompak mengenakan pakaian batik pada acara tersebut.keesokan harinya, jajaran melakukan olahraga pagi kembali. setelahnya prabowo mengajak jajaran untuk sarapan bersama. kemudian, prabowo, gibran, dan jajaran kabinet kembali ke jakarta.
            
                lihat juga: tiru amerika serikat, istana: ig presiden bukan akun pribadi
            (jon)",nasional
3 alasan israel akan menyerang iran secara bertahap,"teharan - israel sudah melaksanakan serangan balas dendam kepada iran. tapi, serangan tersebut masih berskala kecil dan belum memiliki dampak serius bagi teheran.ada indikasi bahwa serangan israel tersebut akan terus berlanjut dalam beberapa tahap. itu juga dikarenakan situasi dan kondisi iran sedang lemah. selain itu, kondisi di timur tengah juga dalam situasi yang memanas. 3 alasan israel akan menyerang iran secara bertahap1. iran dalam makin lemah jika serangan akan dilanjutkanhassan mneimneh, analis politik di middle east institute, mengatakan kepada al jazeera bahwa meskipun serangan israel terhadap iran sudah diperkirakan, masih belum jelas seberapa besar serangan itu dan apakah akan ada serangan lebih lanjut.""saya pikir masih terlalu dini untuk mengatakan bahwa ini adalah serangan. kita mungkin akan melihat lebih banyak lagi,"" kata mneimneh.""jelas, netanyahu berkepentingan untuk mencari lebih banyak, bukan hanya demi citra, tetapi karena ini memang merupakan momen kesempatan baginya, sejalan dengan kenyataan bahwa pemerintahan amerika benar-benar dalam kondisi terlemahnya saat ini,"" katanya.as, kata mneimneh, ""tidak menunjukkan tanda-tanda kekuatan apa pun selama setahun terakhir, dan telah mengikuti persis naskah yang diinginkan netanyahu"", tambahnya.""tetapi ini adalah momennya, jika benar-benar tujuannya adalah menyeret as untuk berperang melawan israel dengan iran. ini adalah momen untuk itu. jadi saya akan sangat terkejut jika [serangan] ini benar-benar terjadi.”2. serangan berikutnya akan lebih dahsyattrita parsi, wakil presiden eksekutif lembaga pemikir quincy institute for responsible statecraft, mengatakan gelombang serangan israel terhadap iran mengkhawatirkan dan dapat mengindikasikan bahwa yang terburuk belum terjadi.“saya pikir kita harus sedikit berhati-hati sekarang karena kita telah melihat dua fase dari serangan ini. ada kemungkinan akan ada beberapa fase lagi,” kata parsi kepada al jazeera.“serangan itu mungkin akan lebih dahsyat daripada yang pertama karena serangan pertama mungkin berfokus pada sistem pertahanan udara – untuk menghancurkannya guna membuka jalan bagi serangan yang jauh lebih dahsyat setelahnya,” kata parsi.“semua yang kita dengar sejauh ini tentang tidak adanya korban, kerusakan terbatas, pada dasarnya merupakan upaya untuk mengecilkan kerusakan akibat serangan israel, dan yang mengindikasikan bahwa iran tidak menginginkan eskalasi lebih lanjut,” katanya.namun, ""tidak jelas apakah itu akan tetap terjadi dalam beberapa jam jika benar-benar berakhir dengan fase tiga, fase empat, dan mungkin fase lima,"" tambahnya.
            
                lihat juga: ayatollah khamenei luncurkan akun media sosial berbahasa ibrani",internasional
"rampai nusantara silaturahmi ke rumah jokowi, apresiasi kinerja 10 tahun","jakarta - pengurus dewan eksekutif nasional rampai nusantara bersilaturahmi ke rumah presiden ke-7 ri joko widodo ( jokowi ) di solo, jawa tengah, selasa (29/10/2024). kedatangan mereka diterima langsung oleh jokowi.ketua umum rampai nusantara mardiansyah semar menjelaskan, kunjungan tersebut dalam rangka memberikan apresiasi atas kinerja jokowi dalam memimpin bangsa indonesia selama 10 tahun dengan berbagai prestasi yang cukup membanggakan.“rampai nusantara menyampaikan apresiasinya terhadap kepemimpinan pak jokowi atas dedikasi dan prestasinya selama beliau memimpin negara ini selama 10 tahun, kami merasakan bahwa kebijakan-kebijakan selama beliau memimpin telah membawa negara ini bergerak maju terutama pada pemerataan pembangunan yang dirasakan oleh seluruh masyarakat indonesia dari sabang sampai merauke dari miangas sampai pulau rote,"" kata semar.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            rampai nusantara akan kawal pemerintahan prabowo-gibran
                        
                    
                 selain infrastruktur, kata semar, pemerintahan di bawah presiden jokowi juga telah mampu membangun hilirisasi sumber-sumber kekayaan negara yang berdampak pada nilai tambah sumber daya alam indonesia berlipat dari sebelumnya. ""hilirisasi pada sektor pertambangan dan industri kita semasa pak jokowi mendongkrak nilai tambah dan manfaat dari sumber-sumber kekayaan negara yang selama ini kurang maksimal, sektor pariwisata, ketahanan pangan, umkm, dan dana desa juga menjadi bukti prestasi dan keberhasilan beliau dalam memimpin bangsa ini yang tentunya sangat bermanfaat bagi masyarakat luas,"" kata semar. semar juga berharap jokowi tetap bersama rakyat yang bisa menambah semangat juang dalam menghadapi berbagai tantangan kehidupan pada kondisi dunia yang sangat tidak menentu. dia menilai jokowi masih perlu menyumbangkan pikir dan gagasannya untuk bangsa ini dengan memberikan masukan-masukan kepada pemerintahaan saat ini prabowo-gibran. ""kami yakin program-program pak jokowi akan diteruskan oleh pemerintah saat ini di bawah pak prabowo-gibran yang sejak awal memang menginginkan adanya keberlanjutan, kami tadi juga menyampaikan supaya beliau tetap membersamai kami rakyat indonesia,” kata aktivis 98 tersebut.“agar semakin bertambah semangat juangnya dalam menghadapi berbagai persoalan yang tentu tidak mudah untuk dilewati dan kami juga berharap beliau tetap dapat memberikan saran serta gagasannya untuk pemerintahan saat ini karena kami yakin masih sangat diperlukan,"" pungkasnya.
            
                lihat juga: retreat kabinet merah putih hari kedua, olahraga pagi dan latihan baris-berbaris lagi
            (rca)",nasional
