Judul_cleaned,Isi_cleaned,Kategori
"['detikdetik', 'penangkapan', 'terpidana', 'gregorius', 'ronald', 'tannur']","['jakarta', 'petugas', 'kejaksaan', 'kejati', 'jawa', 'timur', 'menangkap', 'gregorius', 'ronald', 'tannur', 'terpidana', 'penganiayaan', 'kekasihnya', 'sera', 'afrianti', 'tewas', '.', 'penangkapan', 'kediamannya', 'surabaya', '.', 'kapuspenkum', 'kejagung', 'harli', 'siregar', 'penangkapan', 'terpidana', 'gregrorius', 'ronald', 'tannur', 'berdasarkan', 'putusan', 'mahkamah', 'agung', 'ma', 'nomor', ':', 'kpid', 'tanggal', 'oktober', '.', 'putusan', 'memutus', 'bersalah', 'tindak', 'pidana', 'penganiayaan', 'menyebabkan', 'mati', 'diatur', 'pasal', 'ayat', 'kuhp', 'pidana', 'penjara', 'harli', 'siregar', 'minggu', '.', 'baca', 'kejati', 'jatim', 'tangkap', 'ronald', 'tannur', 'kejagung', ':', 'pelaksanaan', 'putusan', 'ma', 'penangkapan', 'terpidana', 'pakuwon', 'city', 'virginia', 'regency', 'kota', 'surabaya', 'minggu', 'oktober', '.', 'wib', '.', '.', 'wib', 'tim', 'berangkat', 'kantor', 'kediaman', 'terpidana', 'gregorius', 'ronald', 'tannur', '.', 'wib', '.', 'tim', 'masuk', 'kerumah', 'terpidana', 'maksud', 'tujuan', 'kedatangan', 'menjemput', 'rangka', 'pelaksanaan', 'eksekusi', '.', 'bersangkutan', 'didampingi', 'asisten', 'rumah', 'tangga', 'art', '.', 'baca', 'tertunduk', 'lesu', 'penampakan', 'ronald', 'tannur', 'ditangkap', 'surabaya', '.', 'wib', 'terpidana', 'gregorius', 'ronald', 'tannur', 'berhasil', 'dibawa', 'diamankan', 'tim', 'intelijen', 'kejati', 'jatim', 'tim', 'jaksa', 'eksekutor', 'kejari', 'surabaya', 'langsung', 'dibawa', 'kantor', 'kejaksaan', 'jawa', 'timur', '.', '.', 'wib', 'terpidana', 'gregorius', 'ronald', 'tannur', 'kantor', 'kejati', 'jatim', 'pengamanan', 'tim', 'gabungan', 'intelijen', '.', 'upaya', 'penangkapan', 'rangka', 'eksekusi', 'hasil', 'kerja', 'keras', 'tim', 'intelijen', 'monitoring', 'keberadaan', 'terpidana', 'gregorius', 'ronald', 'tannur', 'putusan', 'kasasi', 'mahkamah', 'agung', 'ri', 'nomor', ':', 'kpid', 'tepatnya', 'minggu', 'tanggal', 'oktober', '.', 'wib', 'pelarian', 'terpidana', 'gregrorius', 'ronald', 'tannur', 'surabaya.setelah', 'berhasil', 'ditangkap', 'dibawa', 'kantor', 'kejaksaan', 'jawa', 'timur', 'terpidana', 'gregrorius', 'ronald', 'tannur', 'eksekusi', 'jaksa', 'eksekutor', 'lembaga', 'pemasyarakatan', 'kelas', 'i', 'surabaya', 'medaeng', 'pungkasnya', '.', 'lihat', ':', 'mahfuf', 'md', 'bicara', 'zarof', 'ricar', 'pintu', 'masuk', 'bongkar', 'makelar', 'peradilan', 'cip']",nasional
"['menlu', 'ri', 'sugiono', 'retno', 'marsudi', 'kapten', 'diplomasi']","['jakarta', 'menteri', 'negeri', 'menlu', 'ri', 'sugiono', 'diulas', 'artikel', '.', 'nama', 'menjabat', 'kabinet', 'berbeda.diketahui', 'menlu', 'ri', 'dijabat', 'salah', 'kepercayaan', 'presiden', 'prabowo', 'subianto', 'sugiono', '.', 'pria', 'kelahiran', 'takengon', 'aceh', 'februari', 'dilantik', 'menlu', 'kabinet', 'merah', 'putih', 'oktober', '.beberapa', 'dilantik', 'sugiono', 'langsung', 'terbang', 'rusia', 'menghadiri', 'konferensi', 'tingkat', 'ktt', 'brics', 'plus', 'diselenggarakan', 'oktober', '.', 'menlu', 'ri', 'sugiono', 'ulasannya', ':', '.', 'retno', 'marsudiretno', 'marsudi', '.', 'fotodok', 'sindonewsretno', 'lp', 'marsudi', 'lahir', 'semarang', 'november', '.', 'retno', 'wanita', 'menjabat', 'menlu', 'ri', '.', 'dilantik', 'tanggal', 'oktober', 'presiden', 'joko', 'widodo', 'jokowi', '.', 'retno', 'menlu', 'kabinet', 'kabinet', 'kerja', 'kabinet', 'indonesia', 'maju.sebelum', 'diangkat', 'menlu', 'kabinet', 'kerja', 'presiden', 'jokowi', 'retno', 'duta', 'republik', 'indonesia', 'kerajaan', 'belanda', 'direktur', 'jenderal', 'amerika', 'eropa', 'duta', 'republik', 'indonesia', 'kerajaan', 'norwegia', 'republik', 'islandia', '.', 'baca', 'retno', 'marsudi', 'kapten', 'diplomasi', 'indonesia', 'utusan', 'khusus', 'sekjen', 'pbb', 'dikutip', 'laman', 'resmi', 'kemlu', 'retno', 'lulus', 'universitas', 'gadjah', 'mada', 'yogyakarta', 'jurusan', 'ilmu', 'hubungan', 'internasional', '.', 'retno', 'mengambil', 'program', 'studi', 'undangundang', 'uni', 'eropa', 'haagse', 'hogeschool', 'den', 'haag', 'studi', 'hak', 'asasi', 'manusia', 'universitas', 'oslo.saat', 'rapat', 'komisi', 'i', 'dpr', 'retno', 'berpamitan', 'anggota', 'dewan', 'mitranya', '.', 'terhormat', 'amanah', 'tanggung', 'kapten', 'diplomasi', 'indonesia', '.', 'amanah', 'sebentar', 'selesai', 'ucapnya.sebelum', 'tugas', 'menlu', 'september', 'retno', 'marsudi', 'utusan', 'khusus', 'sekjen', 'pbb', 'isu', 'air', '.', 'penunjukan', 'retno', 'bertujuan', 'menggalang', 'kemitraan', 'upaya', 'memajukan', 'agenda', 'air', 'tindak', 'hasil', 'konferensi', 'air', 'perserikatan', 'bangsabangsa', 'pbb', '.', 'utusan', 'khusus', 'memanfaatkan', 'hasilhasil', 'persiapan', 'proses', 'air', 'global', 'konferensi', 'air', 'pbb', 'sekjen', 'pbb', 'antonio', 'guterres', '..', 'marty', 'natalegawaraden', 'mohammad', 'marty', 'muliana', 'natalegawa', 'dikenal', 'nama', 'marty', 'natalegawa', 'diplomat', '.', 'pria', 'kelahiran', 'bandung', 'maret', 'diangkat', 'menlu', 'kabinet', 'indonesia', 'bersatu', 'ii', '.', 'lihat', ':', 'kemlu', 'diplomasi', 'indonesia', 'diperhitungkan', 'tingkat', 'global']",nasional
"['mentan', 'gandeng', 'perguruan', 'dorong', 'inovasi', 'teknologi', 'pertanian', 'swasembada', 'pangan']","['jakarta', 'kementerian', 'pertanian', 'kementan', 'pimpinan', 'menteri', 'pertanian', 'mentan', 'andi', 'amran', 'sulaiman', 'menjalin', 'kerja', 'kementerian', 'pendidikan', 'sains', 'teknologi', 'dikti', 'saintek', 'mendukung', 'visi', 'presiden', 'prabowo', 'subianto', 'terkait', 'swasembada', 'pangan', '.', 'kolaborasi', 'bertujuan', 'mendorong', 'inovasi', 'teknologi', 'pertanian', 'langkah', 'strategis', 'meningkatkan', 'produksi', 'pangan', 'nasional.mentan', 'amran', 'perguruan', 'memiliki', 'peran', 'strategis', 'pengembangan', 'teknologi', 'inovasi', 'sektor', 'pertanian', '.', 'perguruan', 'berperan', 'kemajuan', 'bangsa', '.', 'kolaborasi', 'mempercepat', 'tercapainya', 'target', 'swasembada', 'pangan', 'diharapkan', 'presiden', 'mentan', 'amran', 'forum', 'diskusi', 'rektor', 'mentan', 'mendikti', 'saintek', 'kantor', 'pusat', 'kementan', 'jakarta', 'selasa', '.', 'kerja', 'kementan', 'kemendikti', 'saintek', 'mencakup', 'inisiatif', 'penelitian', 'pelatihan', 'teknologi', 'terbaru', 'petani', 'pemanfaatan', 'hasil', 'riset', 'perguruan', 'meningkatkan', 'kualitas', 'produksi', '.', 'teknologi', 'pertanian', '.', 'butuh', 'teknologi', 'perguruan', '.', 'bergantung', 'negara', '.', 'orangorang', 'terbaik', 'dosen', 'terbaik', 'bantu', 'riset', 'air', 'benih', 'alat', 'mesin', 'pertanian', 'amran.menteri', 'pendidikan', 'sains', 'teknologi', 'mendikti', 'saintek', 'satryo', 'soemantri', 'brodjonegoro', 'mendukung', 'penuh', 'kolaborasi', 'lintas', 'kementerian', '.', 'bersejarah', 'menjalankan', 'amanat', 'presiden', 'kolaborasi', 'antarsektor', '.', 'perguruan', 'dilibatkan', 'terkait', 'pemanfaatan', 'perkembangan', 'teknologi', 'inovasi', 'bidang', 'pertanian', 'satryo.satryo', 'mendorong', 'dosen', 'ahli', 'mahasiswa', 'aktif', 'menyukseskan', 'program', 'strategis', 'kementan', 'menjaga', 'ketahanan', 'pangan', '.', 'dikti', 'saintek', 'keleluasan', 'dosen', 'mahasiswa', 'program', 'swasembada', 'pangan', 'kemajuan', 'pertanian', 'indonesia', 'meningkatkan', 'keahlian', '.', 'peneliti', 'hasilkan', 'inovasi', 'mahasiswa', 'pertanian', 'didorong', 'petani', 'milenial', 'tuturnya.dalam', 'kesempatan', 'mentan', 'amran', 'transformasi', 'pertanian', 'tradisional', 'pertanian', 'modern', 'menyukseskan', 'program', 'strategis', 'mencapai', 'swasembada', 'pangan', 'indonesia', '.', 'sinkronkan', 'sumber', 'daya', 'alam', 'generasi', 'muda', 'teknologi', '.', 'indonesia', 'lumbung', 'pangan', 'dunia', '.', 'lihat', ':', 'kampanye', 'ampibabo', 'cagub', 'sulteng', 'ahmad', 'ali', 'pastikan', 'petani', 'merugi', 'ars']",nasional
"['terungkap', 'tom', 'lembong', 'kali', 'diperiksa', 'tersangka', 'impor', 'gula']","['jakarta', 'kejaksaan', 'agung', 'kejagung', 'menetapkan', 'mantan', 'menteri', 'perdagangan', 'mendag', 'periode', 'thomas', 'trikasih', 'lembong', 'ttl', 'tersangka', 'dugaan', 'korupsi', 'importir', 'gula', 'kementerian', 'perdagangan', '.', 'ditetapkan', 'tersangka', 'tom', 'lembong', 'kali', 'diperiksa', 'saksi', '.', 'terkait', 'pemeriksaan', 'bersangkutan', 'kurun', 'kali', 'diperiksa', 'saksi', 'kapuspenkum', 'kejagung', 'harli', 'siregar', 'rabu', '.harli', 'penyidik', 'gelar', 'perkara', 'memeriksa', 'tom', 'lembong', 'kemarin', '.', 'hasil', 'gelar', 'perkara', 'penyidik', 'kejagung', 'menetapkan', 'tom', 'lembong', 'tersangka', '.', 'baca', 'fakta', 'tom', 'lembong', 'tersangka', 'impor', 'gula', 'ditahan', 'kejagung', 'pemeriksaan', 'saksi', 'penyidik', 'ekspose', 'perkara', '.', 'menetapkan', 'bersangkutan', 'tersangka', '.', 'penyidik', 'kewenangannya', 'rangka', 'penahanan', 'tersangka', 'ttl', 'cs', 'dia.sebelumnya', 'direktur', 'penyidikan', 'jampidsus', 'kejagung', 'abdul', 'qohar', 'kronologis', 'berdasarkan', 'rapat', 'koordinasi', 'antarkementerian', 'tepatnya', 'mei', 'disimpulkan', 'indonesia', 'mengalami', 'surplus', 'gula', 'membutuhkan', 'impor', 'gula', '.', 'baca', 'tom', 'lembong', 'tersangka', 'impor', 'gula', 'kejagung', 'klaim', 'politisasi', 'menteri', 'perdagangan', 'saudara', 'ttl', 'izin', 'persetujuan', 'impor', 'gula', 'kristal', 'mentah', '.', 'ton', 'pt', 'ap', 'gula', 'kristal', 'mentah', 'olah', 'gula', 'kristal', 'putih', 'gkp', 'abdul', 'konferensi', 'pers', 'kejagung', 'jakarta', 'selasa', 'oktober', '.sesuai', 'keputusan', 'menteri', 'perdagangan', 'nomor', 'diperbolehkan', 'impor', 'gula', 'kristal', 'putih', 'bumn', 'berdasarkan', 'persetujuan', 'impor', 'dikeluarkan', 'tersangka', 'ttl', 'impor', 'gula', 'pt', 'ap', 'impor', 'gula', 'kristal', 'mentah', 'rapat', 'koordinasi', 'instansi', 'terkait', 'rekomendasi', 'kementerian', 'perindustrian', 'kebutuhan', 'riil', 'gula', 'negeri', 'tambahnya.qohar', 'menyebut', 'desember', 'rapat', 'koordinasi', 'bidang', 'perekonomian', 'dihadiri', 'kementerian', 'menko', 'perekonomian', 'salah', 'pembahasannya', 'indonesia', 'kekurangan', 'gula', 'kristal', 'putih', '.', 'ton', 'rangka', 'stabilisasi', 'harga', 'gula', 'pemenuhan', 'stok', 'gula', 'nasional', '.', 'lihat', ':', 'tom', 'lembong', 'tersangka', 'korupsi', 'impor', 'gula', 'cak', 'imin', ':', 'sedih']",nasional
"['dosa', 'israel', 'indonesia', 'salah', 'satunya', 'melukai', 'prajurit', 'tni', 'unifil']","['beirut', 'riwayat', 'dosa', 'israel', 'indonesia', 'ditelusuri', '.', 'terbaru', 'tentara', 'zionis', 'melukai', 'prajurit', 'tni', 'bertugas', 'pasukan', 'perdamaian', 'unifil.sejak', 'israel', 'mendeklarasikan', 'negara', 'merdeka', 'indonesia', 'mengakui', 'keberadaan', 'negara', 'yahudi', '.', 'indonesia', 'mendukung', 'penuh', 'perjuangan', 'palestina', 'meraih', 'kebebasan', 'menuntut', 'tel', 'aviv', 'angkat', 'kaki', 'wilayah', 'didudukinya.meski', 'terlibat', 'konflik', 'langsung', 'israel', 'dosa', 'indonesia', '.', 'diketahui.dosa', 'israel', 'indonesia', '.', 'menyerang', 'rs', 'indonesia', 'gazarumah', 'sakit', 'indonesia', 'gaza', 'luput', 'seranganserangan', 'israel', '.', 'statusnya', 'fasilitas', 'kesehatan', 'tentara', 'zionis', 'segan', 'menyerang', 'mencapai', 'tujuannya', '.', 'rs', 'indonesia', 'gaza', 'salah', 'fasilitas', 'kesehatan', 'terbesar', '.', 'tujuan', 'pendiriannya', 'bantuan', 'kebutuhan', 'medis', 'warga', 'palestina', 'terdampak', 'konflik.seiring', 'masifnya', 'serangan', 'israel', 'gaza', 'rs', 'indonesia', 'beralih', 'evakuasi', 'warga', 'terluka', '.', 'statusnya', 'aman', 'menyusul', 'serangan', 'udara', 'tentara', 'zionis', 'fasilitas', 'publik', 'rumah', 'sakit', 'jalur', 'gaza.salah', 'contoh', 'terbaru', 'pasien', 'meninggal', 'dunia', 'rumah', 'sakit', 'indonesia', 'gaza', 'utara', 'serangan', 'israel', 'sabtu', '.', 'arab', 'news', 'melaporkan', 'puluhan', 'orang', 'terjebak', 'dalamnya', '.', 'lihat', ':', 'perbandingan', 'kekuatan', 'militer', 'iran', 'vs', 'indonesia']",internasional
"['netanyahu', 'klaim', 'serangan', 'israel', 'lumpuhkan', 'produksi', 'rudal', 'iran']","['tel', 'aviv', 'perdana', 'menteri', 'benjamin', 'netanyahu', 'mengeklaim', 'serangan', 'udara', 'israel', 'iran', 'presisi', 'kuat', '.', 'menurutnya', 'tujuan', 'serangan', 'tercapai', 'melumpuhkan', 'kemampuan', 'produksi', 'rudal', 'teheran.kami', 'berjanji', 'menanggapi', 'serangan', 'iran', 'sabtu', 'menyerang', '.', 'serangan', 'iran', 'presisi', 'kuat', 'mencapai', 'tujuannya', 'netanyahu', 'pidatonya', 'minggu', 'dilansir', 'afp', 'senin', '.', 'baca', 'tekateki', 'iran', 'luluh', 'lantak', 'diserang', 'pesawat', 'israel', 'jet', 'siluman', 'f', 'serangan', 'israel', 'balasan', 'serangan', 'iran', 'oktober', 'teheran', 'menembakkan', 'rudal', 'negara', 'yahudi', 'diklaim', 'rezim', 'zionis', 'misil', 'dicegat', 'sistem', 'pertahanan', 'udara.iran', 'menyerang', 'israel', 'ratusan', 'rudal', 'balistik', 'serangan', 'gagal', 'netanyahu.kami', 'menepati', 'janji', '.', 'angkatan', 'udara', 'menyerang', 'iran', 'menghantam', 'kemampuan', 'pertahanan', 'produksi', 'rudal', 'iran', 'dia.iran', 'mengonfirmasi', 'israel', 'menargetkan', 'lokasi', 'militer', 'kota', 'provinsi', 'serangan', 'menyebabkan', 'kerusakan', 'terbatas', 'menewaskan', 'tentara.republik', 'islam', 'iran', 'sinyal', 'menanggapi', 'serangan', 'israel', 'sabtu', 'dilaporkan', 'melibatkan', 'pesawat', 'jet', 'tempur', 'siluman', 'f.', 'serangan', 'mengantam', 'target', 'kota', 'iran', 'teheran', 'provinsi', 'barat', 'ilam', 'khuzestan.sementara', 'pemimpin', 'tertinggi', 'iran', 'ayatollah', 'ali', 'khamenei', 'perhitungan', 'israel', 'digagalkan', '.', 'serangan', 'iran', 'diremehkan', 'dibesarbesarkan', 'katanya.ketua', 'parlemen', 'iran', 'mohammad', 'baqer', 'qalibaf', 'negaranya', 'berhak', 'membela', 'tanggapannya', 'sesuai', 'persyaratan', '.', 'lihat', ':', 'dosa', 'israel', 'indonesia', 'salah', 'satunya', 'lukai', 'tni']",internasional
"['prabowo', 'menaker', 'prioritaskan', 'isu', 'pengangguran', 'penciptaan', 'lapangan', 'kerja']","['jakarta', 'presiden', 'prabowo', 'subianto', 'menteri', 'ketenagakerjaan', 'menaker', 'yassierli', 'memprioritaskan', 'isu', 'pengangguran', 'penciptaan', 'lapangan', 'kerja', '.', 'yassierli', 'awak', 'media', 'istana', 'kepresidenan', 'jakarta', 'selasa', '.', 'terkait', 'pengangguran', 'concern', 'presiden', 'program', 'strategis', 'bertugas', 'menjadikan', 'peluang', 'menciptakan', 'lapangan', 'kerja', 'yassierli.yassierli', 'langkah', 'revitalisasi', 'balaibali', 'pelatihan', 'kerja', 'blk', '.', 'diharapkan', 'meningkatkan', 'efektivitasnya', 'tenaga', 'kerja', 'terampil', 'kerja', '.', 'baca', 'prabowo', 'putuskan', 'sritex', 'ekspor', 'impor', 'pailit', 'revitalisasi', 'balaibalai', 'latihan', 'kerja', 'meningkatkan', 'efektivitasnya', 'meningkatkan', 'aksesnya', 'meningkatkan', 'skalanya', 'ujarnya.yassierli', 'menargetkan', 'blk', 'berkontribusi', 'mencetak', 'tenaga', 'kerja', 'terampil', 'juta', 'setahun', '.', 'prioritas', 'utamanya', '.', 'berbicara', 'ribuan', 'ya', 'berbicara', 'balaibalai', 'berkontribusi', 'ya', 'hitungan', 'juta', 'ya', 'orang', 'pembekalan', 'pelatihan', 'ya', '.', 'prioritas', 'utama', 'pungkasnya', '.', 'lihat', ':', 'mensesneg', 'pastikan', 'anggota', 'kabinet', 'merah', 'putih', 'pakai', 'mobil', 'dinas', 'maung', 'sewa', 'rca']",nasional
"['hadapi', 'perang', 'dunia', 'iii', 'rusia', 'gelar', 'latihan', 'senjata', 'nuklir', 'darat', 'laut', 'udara']","['moskow', 'presiden', 'rusia', 'vladimir', 'putin', 'meluncurkan', 'latihan', 'kekuatan', 'nuklir', 'negaranya', 'menampilkan', 'peluncuran', 'rudal', 'simulasi', 'serangan', 'balasan', 'meningkatnya', 'ketegangan', 'barat', 'ukraina', '.', 'meningkatnya', 'ketegangan', 'geopolitik', 'munculnya', 'ancaman', 'risiko', 'eksternal', 'memiliki', 'kekuatan', 'strategis', 'modern', 'putin', 'dilansir', 'al', 'jazeera', '.', 'komentar', 'disiarkan', 'televisi', 'menteri', 'pertahanan', 'andrei', 'belousov', 'putin', 'tujuan', 'latihan', 'berlatih', 'melancarkan', 'serangan', 'nuklir', 'besarbesaran', 'pasukan', 'ofensif', 'strategis', 'respons', 'serangan', 'nuklir', 'musuh.latihan', 'melibatkan', 'serangkai', 'nuklir', 'rusia', 'rudal', 'diluncurkan', 'darat', 'laut', 'udara', '.', 'baca', 'sekutu', 'zionis', 'kutuk', 'langkah', 'israel', 'larang', 'unrwa', 'rudal', 'balistik', 'antarbenua', 'yars', 'diluncurkan', 'kosmodrom', 'plesetsk', 'rusia', 'barat', 'laut', 'kamchatka', 'semenanjung', 'timur', '.', 'rudal', 'balistik', 'sineva', 'bulava', 'ditembakkan', 'kapal', 'selam', 'rudal', 'jelajah', 'diluncurkan', 'pesawat', 'pembom', 'strategis', 'kementerian', 'pertahanan.latihan', 'rudal', 'kritis', 'perang', 'rusiaukraina', 'bermingguminggu', 'rusia', 'sinyal', 'barat', 'moskow', 'menanggapi', 'amerika', 'serikat', 'sekutunya', 'mengizinkan', 'kyiv', 'menembakkan', 'rudal', 'jarak', 'wilayah', 'rusia.pada', 'senin', 'nato', 'korea', 'utara', 'mengirim', 'pasukan', 'rusia', 'barat', 'klaim', 'dibantah', 'moskow', '.', 'minggu', 'putin', 'penerapan', 'perjanjian', 'kemitraan', 'pyongyang', 'moskow', 'urusannya', 'sendiri.perang', 'memasuki', 'pejabat', 'rusia', 'fase', 'berbahaya', 'barat', 'mempertimbangkan', 'memperkuat', 'ukraina', 'pasukan', 'rusia', 'bergerak', 'maju', 'wilayah', 'timur', 'negara', 'tersebut.putin', 'menekankan', 'selasa', 'persenjataan', 'nuklir', 'rusia', 'penjamin', 'kedaulatan', 'keamanan', 'negara', 'diandalkan', '.', 'lihat', ':', 'israel', 'takut', 'iran', 'analisanya']",internasional
"['israel', 'serang', 'iran', 'perbandingan', 'kekuatan', 'militer', 'negara', 'berperang']","['teheran', 'israel', 'menyerang', 'lokasi', 'iran', 'sabtu', 'pagi', 'mengklaim', 'menyerang', 'fasilitas', 'militer', 'menandai', 'babak', 'terbaru', 'spiral', 'eskalasi', 'rival', 'timur', '.', 'serangan', 'terarah', 'target', 'militer', 'iran', 'menggagalkan', 'ancaman', 'langsung', 'negara', 'israel', 'juru', 'bicara', 'militer', 'israel', 'daniel', 'hagari', 'posting', 'x', 'mengumumkan', 'gelombang', 'serangan', 'dilansir', 'al', 'jazeera', '.', 'ledakan', 'terdengar', 'teheran', '.', 'al', 'jazeera', 'melaporkan', 'kota', 'iran', 'pejabat', 'iran', 'menganggap', 'ledakan', 'disebabkan', 'intersepsi', 'rudal', 'sistem', 'pertahanan', 'udara', 'iran.melansir', 'al', 'jazeera', 'pengeboman', 'israel', 'sebulan', 'iran', 'menyerang', 'kotakota', 'israel', 'rudal', 'balistik', 'tanggal', 'oktober', '.', 'korps', 'garda', 'revolusi', 'islam', 'irgc', 'iran', 'rudalrudal', 'ditembakkan', 'respons', 'teheran', 'pembunuhan', 'warga', 'sipil', 'gaza', 'barubaru', 'lebanon', 'serangan', 'israel', 'pembunuhan', 'pemimpin', 'irgc', 'hamas', 'hizbullah', '.', 'irgc', 'rudal', 'khusus', 'pangkalan', 'militer', 'tel', 'aviv.perdana', 'menteri', 'israel', 'benjamin', 'netanyahu', 'bersumpah', 'membalas', 'serangan', 'oktober', 'iran', 'kesalahan', 'membayarnya.seiring', 'israel', 'iran', 'musuh', 'dekade', 'terlibat', 'pertempuran', 'proksi', 'mengarah', 'konfrontasi', 'langsung', '.', 'memiliki', 'kemampuan', 'militer', 'masingmasing', 'kemampuan', 'menyerang', 'mempertahankan', 'wilayah', 'mereka.israel', 'serang', 'iran', 'perbandingan', 'kekuatan', 'militer', 'negara', 'berperang', '.', 'tentaramenurut', 'the', 'military', 'balance', 'diterbitkan', 'lembaga', 'pemikir', 'berbasis', 'inggris', 'international', 'institute', 'for', 'strategic', 'studies', 'iiss', ':', 'iran', 'memiliki', '.', 'personel', 'aktif', '.', 'angkatan', 'darat', '.', 'irgc', '.', 'angkatan', 'laut', '.', 'angkatan', 'udara', '.', 'pertahanan', 'udara', '.', 'iran', 'memiliki', 'pasukan', 'cadangan', '..', 'wajib', 'militer', 'wajib', 'pria', 'iran', 'berusia', 'pengecualian.israel', 'memiliki', '.', 'personel', 'aktif', '.', 'angkatan', 'darat', '.', 'angkatan', 'laut', '.', 'angkatan', 'udara', '.', 'israel', 'memiliki', 'pasukan', 'cadangan', '..', 'israel', 'mengamanatkan', 'wajib', 'militer', 'pria', 'wanita', 'muda', 'berusia', 'pengecualian', '..', 'anggaran', 'militermenurut', 'lembar', 'fakta', 'diterbitkan', 'stockholm', 'international', 'peace', 'research', 'institute', 'sipri', 'april', ':', 'iran', 'menghabiskan', 'usd', 'miliar', 'meningkat', 'persen', '.israel', 'menghabiskan', 'usd', 'miliar', 'meningkat', 'persen', 'lonjakan', 'didorong', 'perang', 'gaza', 'oktober', '..', 'angkatan', 'daratmenurut', 'the', 'military', 'balance', 'iran', 'memiliki', '.', 'tank', 'tempur', '.', 'senjata', 'artileri', 'pengangkut', 'pribadi', 'lapis', 'baja', '.', 'angkatan', 'darat', 'memiliki', 'helikopter', 'irgc', 'memiliki', 'helikopter', '.', 'lihat', ':', 'ayatollah', 'khamenei', 'sakit', 'parah', 'serangan', 'israel', 'faktanya', 'sehat', 'bugar']",internasional
"['retreat', 'kabinet', 'merah', 'putih', 'magelang', 'pakai', 'uang', 'pribadi', 'prabowo']","['magelang', 'presiden', 'prabowo', 'subianto', 'merogoh', 'koceknya', 'pribadi', 'membiayai', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'tengah.ya', '.', 'prabowo', 'membiayainya', 'menteri', 'pelindungan', 'pekerja', 'migran', 'indonesiakepala', 'bpmi', 'abdul', 'kadir', 'karding', 'senin', '.', 'baca', 'kelakar', 'prabowo', 'retreat', 'kabinet', 'merah', 'putih', ':', 'bikin', 'nyaman', 'retreat', 'kabinet', 'merah', 'putih', 'jumat', 'oktober', 'minggu', 'oktober', 'akmil', 'magelang.pada', 'retreat', 'jajaran', 'kabinet', 'bangun', 'pagi', 'mengikuti', 'olahraga', 'pagi', '.', 'olahraga', 'jajaran', 'kabinet', 'latihan', 'barisberbaris.usai', 'latihan', 'barisberbaris', 'jajaran', 'kabinet', 'arahan', 'prabowo', '.', 'menteri', 'kabinet', 'materi.sore', 'harinya', 'prabowo', 'wakil', 'presiden', 'gibran', 'rakabuming', 'raka', 'jajaran', 'kabinet', 'mengikuti', 'upacara', 'parade', 'senja', 'penurunan', 'bendera', 'akmil', '.', 'upacara', 'khidmat', 'diguyur', 'hujan.malam', 'harinya', 'prabowo', 'mengajak', 'jajaran', 'kabinet', 'taruna', 'petugas', 'upacara', 'makan', 'malam', 'bersama.hari', 'agenda', 'pagi', '.', 'jajaran', 'kabinet', 'olahraga', 'latihan', 'barisberbaris.setelahnya', 'jajaran', 'menteri', 'materi', 'narasumber', 'menteri', 'kabinet', 'merah', 'putih.malam', 'harinya', 'prabowo', 'mengajak', 'jajaran', 'kabinet', 'menghadiri', 'acara', 'malam', 'keakraban', '.', 'jajaran', 'kabinet', 'kompak', 'mengenakan', 'pakaian', 'batik', 'acara', 'tersebut.keesokan', 'harinya', 'jajaran', 'olahraga', 'pagi', '.', 'setelahnya', 'prabowo', 'mengajak', 'jajaran', 'sarapan', '.', 'prabowo', 'gibran', 'jajaran', 'kabinet', 'jakarta', '.', 'lihat', ':', 'tiru', 'amerika', 'serikat', 'istana', ':', 'ig', 'presiden', 'akun', 'pribadi', 'jon']",nasional
